text,label,source,collected_at,predicted_label,model_confidence
"I was at bugis juz now wat... But now i'm walking home oredi... Ü so late then reply... I oso saw a top dat i like but din buy... Where r ü now? 
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.682
"You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.58
"Jus finish blowing my hair. U finish dinner already?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.706
"if you text on your way to cup stop that should work. And that should be BUS
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.681
"Hey now am free you can call me.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.614
"Mom wants to know where you at
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.695
"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.71
"Jay wants to work out first, how's 4 sound?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.675
"Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.721
"Wah... Okie okie... Muz make use of e unlimited... Haha... 
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.614
"You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.559
"This is the 2nd time we have tried to contact u. U have won the £1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.59
"Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.604
"Its ok, if anybody asks abt me, u tel them..:-P
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.71
"Ü thk of wat to eat tonight.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.632
"Yeah like if it goes like it did with my friends imma flip my shit in like half an hour
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.745
"Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.54
"Do well :)all will for little time. Thing of good times ahead:
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.7
"So li hai... Me bored now da lecturer repeating last weeks stuff waste time... 
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.694
"Have your lunch and come quickly and open the door:)
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.706
"I reach home safe n sound liao...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.698
"Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.681
"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.66
"U having lunch alone? I now so bored...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.67
"Yo we are watching a movie on netflix
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.658
"Nobody names their penis a girls name this story doesn't add up at all
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.676
"Hurry home. Soup is DONE!
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.671
"What's up. Do you want me to come online?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.739
"Sorry battery died, yeah I'm here
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.679
"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.704
"I wake up long ago already... Dunno, what other thing?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.752
"Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.621
"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg £1.50
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.663
"Mm not entirely sure i understood that text but hey. Ho. Which weekend?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.69
"Ladies first and genus second k .
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.668
"HMM yeah if your not too grooved out! And im looking forward to my pound special :)
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.674
"Thanks. It was only from tescos but quite nice. All gone now. Speak soon 
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.622
"URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.531
"Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.724
"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnt make ur bday 2 hun!
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.653
"Dunno he jus say go lido. Same time 930.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.747
"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.598
"How long does applebees fucking take
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.702
"How is your schedule next week? I am out of town this weekend.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.608
"Yeah it's jus rite...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.702
"Hi this is yijue, can i meet u at 11 tmr?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.667
"You have 1 new message. Please call 08712400200.
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.554
"And I don't plan on staying the night but I prolly won't be back til late
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.692
"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.665
"Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.614
"K..i deleted my contact that why?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.684
"Tell them u have a headache and just want to use 1 hour of sick time.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.653
"5 nights...We nt staying at port step liao...Too ex
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.651
"Ask g or iouri, I've told the story like ten times already
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.693
"Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.641
"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.641
"Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.744
"U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.743
"ok. I am a gentleman and will treat you with dignity and respect.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.753
" said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! 
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.666
"Dai what this da.. Can i send my resume to this id.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.695
"And is there a way you can send shade's stuff to her. And she has been wonderful too.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.693
"Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.7
"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG"".
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.714
"U can call now...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.511
"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.589
"Can help u swoop by picking u up from wherever ur other birds r meeting if u want.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.601
"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.674
"Yup no more already... Thanx 4 printing n handing it up.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.666
"Already one guy loving you:-.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.734
"Omg how did u know what I ate?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.73
"Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890£1.50 per msg
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.557
"No. She's currently in scotland for that.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.643
"Wherre's my boytoy ? :-(
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.712
"Wait, do you know if wesleys in town? I bet she does hella drugs!
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.741
"7 at esplanade.. Do ü mind giving me a lift cos i got no car today..
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.725
"Can a not?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.623
"I wan but too early lei... Me outside now wun b home so early... Neva mind then...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.744
"Annoying isn't it.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.656
"How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already …
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.697
"URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.511
"Ya that one is slow as poo
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.665
"No, but you told me you were going, before you got drunk!
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.769
"We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.589
"Sorry my roommates took forever, it ok if I come by now?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.731
"Missed call alert. These numbers called but left no message. 07008009200
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.619
"Please attend the phone:)
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.645
"COME BACK TO TAMPA FFFFUUUUUUU
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.658
"XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription 
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.761
"R u in this continent?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.654
"Win a £1000 cash prize or a prize worth £5000
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.587
"I've reached home finally...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.711
"""Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx""
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.661
"I WILL CAL YOU SIR. In meeting
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.67
"No probs hon! How u doinat the mo?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.662
"All day working day:)except saturday and sunday..
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.667
"Oh is it? Send me the address
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.682
"My sister in law, hope you are having a great month. Just saying hey. Abiola
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.744
"Ok then i will come to ur home after half an hour
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.678
"As in i want custom officer discount oh.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.659
"Sounds like you have many talents! would you like to go on a dinner date next week?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.684
"Ok..
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.741
"I knew it... U slept v late yest? Wake up so late...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.693
"R u still working now?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.646
"It should take about  &lt;#&gt;  min
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.645
"Yeah sure I'll leave in a min
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.649
"Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.733
"Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.657
"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.517
"Hi msg me:)i'm in office..
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.664
"Cool, I'll text you when I'm on the way
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.709
"This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.722
"Sending you greetings of joy and happiness. Do have a gr8 evening
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.714
"What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.714
"K I'm leaving soon, be there a little after 9
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.635
".Please charge my mobile when you get up in morning.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.697
"My planning usually stops at ""find hella weed, smoke hella weed""
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.672
"Can come my room but cannot come my house cos my house still messy... Haha...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.758
"I told your number to gautham..
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.591
"FROM 88066 LOST £12 HELP
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.578
"And of course you should make a stink!
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.65
"Both :) i shoot big loads so get ready!
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.698
"Fair enough, anything going on?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.66
"We left already we at orchard now.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.671
"Yeah, don't go to bed, I'll be back before midnight
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.675
"alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.673
"I don know account details..i will ask my mom and send you.my mom is out of reach now.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.683
"""EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.""
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.684
"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.778
"She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.689
"Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.506
"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.667
"Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.651
"Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.567
"After completed degree. There is no use in joining finance.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.621
"If I was I wasn't paying attention
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.642
"Call FREEPHONE 0800 542 0578 now!
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.557
"SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.666
"Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.602
"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.673
"Oh, then your phone phoned me but it disconnected
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.721
"Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.68
"I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.698
"U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.732
"No message..no responce..what happend?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.675
"I'm at home. Please call
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.588
"* Will have two more cartons off u and is very pleased with shelves
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.633
"Better than bb. If he wont use it, his wife will or them doctor
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.676
"He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.659
"I am not having her number sir
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.686
"S:-)if we have one good partnership going we will take lead:)
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.687
"Bring home some Wendy =D
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.683
"I'm vivek:)i got call from your number.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.57
"That's the way you should stay oh.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.732
"Pls dont forget to study
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.623
"K and you're sure I don't have to have consent forms to do it :V
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.684
"""Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?""
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.583
"Water logging in desert. Geoenvironmental implications.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.662
"So the sun is anti sleep medicine.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.687
"In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.592
"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.673
"Went fast asleep dear.take care.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.717
"Yo im right by yo work
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.658
"Change again... It's e one next to escalator...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.662
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.653
"Sorry, I can't help you on this.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.645
"Fine i miss you very much.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.694
"Just checking in on you. Really do miss seeing Jeremiah. Do have a great month
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.738
"Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.724
"YO YO YO BYATCH WHASSUP?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.599
"Sorry, I'll call later In meeting.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.603
"Yes. Last  practice
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.651
"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONT LIKE ME LIKE THAT SO DONT WORRY.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.735
"Dude u knw also telugu..thts gud..k, gud nyt..
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.69
"Cool, text me when you head out
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.725
"Yeah do! Don‘t stand to close tho- you‘ll catch something!
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.657
"""Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic""
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.733
"Later i guess. I needa do mcat study too.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.694
"Ok going to sleep. Hope i can meet her.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.716
"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.522
"Lol your always so convincing.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.641
"Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.729
"Wait  &lt;#&gt;  min..
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.609
"I was about to do it when i texted. I finished a long time ago and showered and er'ything!
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.712
"Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.644
"You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.737
"Aiyah u did ok already lar. E nydc at wheellock?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.742
"MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.685
"Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.681
"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.514
"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or £250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.73
"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.761
"Yep get with the program. You're slacking.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.689
"I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.684
"Mmm thats better now i got a roast down me! id b better if i had a few drinks down me 2! Good indian?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.698
"Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.667
"I'm going 2 orchard now laready me reaching soon. U reaching?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.663
"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.634
"Im just wondering what your doing right now?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.694
"would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.69
"Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.69
